agencyID,staffID,StaffAgencyID,Status,Status2,SOE,EOE,RehireDate,Position,OfficeStaff,FieldStaff,Person,Contractor,Title,FirstName,MiddleInitial,LastName,Suffix,Ethnicity,Income,Language,Marital,Sex,SSN,DOB,DOD,Address,Address2,AptNo,County,City,State,Zip,HomePhone,WorkPhone,MobilePhone,Fax,Email,API,NPI,OtherID1,OtherID2,Class,MilitaryStatus,Transportation,Compliant,CompliantThru,HomeLocation,IsManager,IsCoordinator,Coordinator,Manager
"4227","394","101104","02","","09/28/2011 00:00:00","","","HHA","0","1","1","0","Mr.","Charles","","Gibbs","","","","","","1","222222212","","","","","","","","","","","","","","","","","","000101104","","","","1","12/31/2055 00:00:00","","0","0","0","0"
"4227","395","101116","02","","01/01/2011 00:00:00","","","HHA","0","1","1","0","-1","Thomas","","Sanchez","","","","","","0","258784567","","","","","","","","","","5168797989","","","","","","","","101116","","","","1","12/31/2055 00:00:00","","0","0","0","0"
"4227","396","101113","02","","01/01/2001 00:00:00","","","HHA","0","1","1","0","","Henry","","Moore","","","","","","0","","","","123 Test","","","Nassau","Franklin Square","NY","11010","","","","","","","","","000101113","","","","0","","","0","0","0","0"
"4227","397","101121","01","","","","","PT","0","1","0","0","","","","Texas Therapy Services","","","","","","0","574987987","","","","","","","","","","5477897988","","","","","","","","101121","","","","0","","","0","0","0","0"
"4227","398","000345","02","","06/14/2010 00:00:00","","","HHA","0","1","1","0","","Sara","","Chin","","","","","","2","877478355","","","154-24 171st St.","","","Kings","Brooklyn","NY","11215    ","5168785487","","","","","","","","000000345","","","","1","05/17/2013 00:00:00","","0","0","0","0"
"4227","399","000271","02","","05/17/2010 00:00:00","","","HHA","0","1","1","0","","Nancy","","Win","","","","English","","2","874785741","","","356-14 180th St.","","","Kings","Brooklyn","NY","11215    ","5135487815","","","","","","","","000000271","","","","1","07/18/2013 00:00:00","","0","0","0","0"
"4227","400","000157","02","","08/17/2010 00:00:00","","","HHA","0","1","1","0","","Bonnie","","Sith","","","","","Married","2","154787478","05/18/1974 00:00:00","","325-B 28th Street","","","Kings","Brooklyn","NY","11214","5139784877","","","","","","","","000000157","","","","1","12/31/2055 00:00:00","","0","0","0","0"
"4227","401","000124","02","","05/18/2009 00:00:00","","","HHA","0","1","1","0","","Janice","","White","","","","","","0","564891311","","","3251 Washington Ave.","","C","Kings","Brooklyn","NY","11215    ","5163594646","","","","","","","","000000124","","","","1","06/01/2012 00:00:00","","0","0","0","0"
"4227","402","000348","02","","02/18/2011 00:00:00","","","HHA","0","1","1","0","","Herietta","","Swan","","","","English","","2","458123210","06/14/1984 00:00:00","","3258 Union Blvd","","5-G","Kings","Brooklyn","NY","11217    ","5169645613","","","","","","","","000000348","","","","0","10/20/2011 00:00:00","","0","0","0","0"
"4227","403","000417","02","","03/25/2011 00:00:00","","","HHA","0","1","1","0","","Catherine","","Chi","","","","Chinese","Married","2","052115050","03/18/1981 00:00:00","","32635-58 121 St.","","","Kings","Brooklyn","NY","11218    ","5169754714","","","","","","","","000000417","","","","0","","","0","0","0","0"
"4227","404","000384","02","","05/17/2010 00:00:00","","","HHA","0","1","1","0","","Jennifer","","Miller","","","","","","2","586878764","","","215-8 Walnut Ave.","","","Kings","Brooklyn","NY","11216    ","5193546715","","","","","","","","000384","","","","1","05/17/2012 00:00:00","","0","0","0","0"
"4227","405","12345","02","","08/19/2009 00:00:00","","","HHA","0","1","1","0","","Faith","","Little","","","","","","2","257941673","","","5254-A St. James Pl","","","Kings","Brooklyn","NY","11217    ","5163568956","","","","","","","","000171","","","","1","08/01/2012 00:00:00","","0","0","0","0"
"4227","406","000167","02","","07/19/2009 00:00:00","","","HHA","0","1","1","0","","Rhonda","","Win","","","","","","2","248796477","","","2322-15 4th View blvd","","","Kings","Brooklyn","NY","11214    ","5163979669","","","","","","","","000167","","","","1","11/15/2011 00:00:00","","0","0","0","0"
"4227","407","000315","02","","02/19/2010 00:00:00","","","HHA","0","1","1","0","","Harold","","White","","","","","","1","533001145","","","325-9 Marshall Ave.","","","Kings","Brooklyn","NY","11219    ","5196324661","","","","","","","","000315","","","","1","06/15/2012 00:00:00","","0","0","0","0"
"4227","408","000254","02","","03/16/2010 00:00:00","","","HHA","0","1","1","0","","Marc","","Whitman","","","","","","1","646194723","","","2365 Whitestne Ave","","","Kings","Brooklyn","NY","11215    ","5163898126","","","","","","","","000254","","","","1","03/19/2012 00:00:00","","0","0","0","0"
"4227","409","","01","","","","","CNA","0","1","1","0","-1","Sally","","Johnson","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","","","0","0","0","0"
"4227","410","","01","","","","","OT","0","1","1","0","-1","John","","Moore","","","","","","0","398349896","","","","","","","","","","3320494894","","","","","","","","000000000","","","","1","12/31/2055 00:00:00","","0","0","0","0"
"4227","411","987654321","02","","05/01/2011 00:00:00","","","CNA","0","1","1","0","-1","Henrietta","","Anderson","","","","","","0","","","","","","","","","","","","","","","","","","","000546798","","","","1","12/31/2055 00:00:00","","0","0","0","0"
"4227","412","000000324","02","","12/20/2011 00:00:00","","","CNA","0","1","1","0","","William","","Adkinson","","","","","","1","039432463","","","","","","","","","","7572327373","","","","","","","","000000324","","","","1","11/14/2012 00:00:00","","0","0","0","0"
"4227","413","00023432","02","","11/15/2010 00:00:00","","","CNA","0","1","1","0","-1","Felix","","Sampson","","","","","","0","934532483","","","","","","","","","","7573423323","","","","","","","","000023432","","","","1","11/15/2013 00:00:00","","0","0","0","0"
"4227","414","000000528","02","","01/23/2011 00:00:00","","","OFC","1","0","1","0","","Caitlin","A","Holmes","","","","English","","2","023456789","01/01/2019 00:00:00","","","","","","","","","","","","","","","","","000000528","","","","0","","","0","0","0","0"
"4227","415","000000529","02","","01/23/2011 00:00:00","","","OFC","1","0","1","0","-1","Carey","A","Holmes","","","","","","0","099876543","","","","","","","","","","","","","","","","","","000000529","","","","0","","","0","0","0","0"
"4227","416","000008989","03","FMLA","01/24/2011 00:00:00","","","CNA","0","1","1","0","-1","Test","","01","","","","","","0","","","","","","","","","","","","","","","","","","","000008989","","","","0","","","0","0","380","0"
"4227","417","12456748","02","","01/01/2010 00:00:00","","","CNA","0","1","0","0","","","","Toni Test Comp","","","","","","0","124789789","","","","","","","","","","5167787888","","","","","","","","012456748","","","","0","","","0","0","0","0"
"4227","418","123456789","02","","02/06/2010 00:00:00","","","OFC","1","0","1","0","-1","CHARLENE","","HOLMES","","","","","","0","","","","","","","","","","","","","","","","","","","123456789","","","","0","","","0","0","0","0"
"4227","419","40251234","02","","02/01/2012 00:00:00","","","RN","0","1","1","0","Mr.","Tom","","Dornseif","","","","","","0","123546895","","","","","","","","","","","","","","","","","","140251234","","","","1","05/21/2013 00:00:00","","1","0","0","419"
"4227","420","1111473","02","","02/27/2012 00:00:00","","","RN","0","1","1","0","","DonOneRN","","Spoc","","","","","","0","","","","","","","","","","","","","","","","","","","001111473","","","","0","","","1","0","0","0"
"4227","421","3012345","02","","02/01/2012 00:00:00","","","HHA","0","1","1","0","","Ralph2","","Spoc","","","","","","0","","","","","","","","","","","1111111111","","","","aaa@aaa.com","","","","","","","","0","","","1","0","0","0"
"4227","422","","02","","03/11/2012 00:00:00","","","RN","0","1","1","0","","Tom","","Spoc","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","","","1","0","0","0"
"4227","423","036083608","02","","02/27/2012 00:00:00","","","HHA","0","1","1","0","","Don","","Siddell","","","","","","0","016567134","","","26 Harbor Park Dr.","","","Nassau","Port Washington","NY","11050    ","5164844400","","1111111111","","","","","","036083608","","","","0","","","1","0","0","0"
"4227","424","","02","","02/27/2012 00:00:00","","","RN","0","1","1","0","-1","Dave","","Spock","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","","","1","0","0","0"
"4227","425","007654123","02","","03/11/2012 00:00:00","","","RN","0","1","1","0","","Dave","Q","Spoc","","","","","","0","","","","","","","","","","","","","","","","","","","007654123","","","","0","","","1","0","0","0"
"4227","426","987612345","02","","03/11/2012 00:00:00","","","RN","0","1","1","0","-1","Venkat","","Spoc","","","","","","0","","","","","","","","","","","","","","","","","","","987612345","","","","0","","","1","0","0","0"
"4227","427","123456798","02","","03/09/2012 00:00:00","","","RN","0","1","1","0","Mr.","Thomas","","Spoc","","","","","","0","","01/01/1969 00:00:00","","","","","","","","","","","","","","","","","123456798","","","","0","","","1","0","0","0"
"4227","428","9012345","02","","03/11/2012 00:00:00","","","HHW","0","1","1","0","","Ralph","","Spoc","","","","","","0","","","","","","","","","","","","","","","","","","","009012345","","","","0","","","1","0","0","0"
"4227","429","","02","","03/11/2012 00:00:00","","","RN","0","1","1","0","-1","Locationless","","Spoc","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","","","1","0","0","0"
"4227","430","","02","","03/11/2012 00:00:00","","","RN","0","1","1","0","-1","Stan","","Mandel","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","","","1","0","0","0"
"4227","431","9012345","02","","04/05/2012 00:00:00","","","HHA","0","1","1","0","","Ralph","","Spoc3","","","","","","1","","","","","","","","","","","","","","","","","","","000090123","","","","0","","","1","0","380","380"
"4227","432","110118","02","","08/09/2012 00:00:00","","","HHA","0","1","1","0","","Charlie","","Emu","","","","","","0","","06/22/1959 00:00:00","","","","","","","","","5165921289","","","","CRogers@sandata.com","","","","000110118","","","","1","09/04/2020 00:00:00","","1","1","0","0"
"4227","433","","01","","","","","RN","0","1","1","0","-1","Ralph","","Spock","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","","","0","0","0","0"
"4227","434","9012345","02","","04/29/2013 00:00:00","","","RN","0","1","1","0","Mr.","Ralph","","Spock","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","0","","","1","0","380","428"
"4227","435","","01","","","","","MGR","1","1","1","0","-1","Dave","","Manager","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","1","12/31/2055 00:00:00","","0","0","0","0"
"4227","436","","01","","","","","MGR","1","1","1","0","-1","Dave","","Manager","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","","","0","0","0","0"
"4227","437","001234304","02","","08/31/2012 00:00:00","","","CNA","0","1","0","1","","Wilcomp","F","KMSHTRan","","","","","","1","121100012","09/23/1995 00:00:00","","73 Green Nobel Avenue","2325 Old Buckroe Rd","18","Tan Binh","HCM","NY","70000","7578512140","","7578512145","","vntest@mail.com","","","","1234304","","","","0","","","1","1","0","0"
"4227","438","","01","","","","","CNA","0","1","1","0","Mr.","Test","","01","","","","","","0","637546767","","","","","","","","","","","","","","","","","","637546767","","","","0","","","0","0","0","0"
"4227","439","000083800","02","","01/01/2015 00:00:00","","","HHA","0","1","1","0","","SUNG BOON","","HONG","","","","","","2","111222333","01/01/1980 00:00:00","","130 N GARLAND CT","2502","","","CHICAGO","IL","60610","7738370718","","","","test@test.com","","","","83800","","","","0","","NY","0","0","0","0"
"4227","440","987654321","02","","04/01/2011 00:00:00","","","CNA","0","1","1","0","","Russell","D","Westbrook","","","","","","1","111111111","12/03/1987 00:00:00","","123 Heights Ave.","","","","New York","NY","12345","1234567890","","","","vntest@mail.com","","","","987654321","","","","0","","","0","0","0","0"
"4227","441","","03","FMLA","","","","OFC","1","0","1","0","Mr.","Nguyen","","Le","","","","","","0","546547568","","","","","","","","","","4576453765","","","","","","","","546547568","","","","0","","","0","0","0","0"
"4227","442","","03","FMLA","04/29/2015 00:00:00","","","CNA","0","1","1","0","-1","A","","Tran","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","","","0","0","380","0"
"4227","446","888555999","02","","02/28/2015 00:00:00","","","HHA","0","1","1","0","","Visit","","EmployeeTest","","","","","","2","111111111","10/26/1959 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","7738370718","","","","test@test.com","","","","888555999","","","","0","","","0","1","0","0"
"4227","448","","02","","06/03/2015 00:00:00","","","CNA","0","1","1","0","Mr.","Nam Staff","","Florida Medicaid","","","","","","0","121212121","","","","","","","","","","","","","","","","","","121212121","","","","0","","","0","0","380","0"
"4227","451","121564","02","","01/01/2014 00:00:00","","","HHA","0","1","1","0","-1","01","","KMS","","","","","","0","789978787","","","","","","","","","","","","","","","","","","789978787","","","","0","","","0","0","0","0"
"4227","452","115","02","","01/01/2015 00:00:00","","01/14/2016 00:00:00","HHA","0","1","1","0","-1","test1","","KMS","","","","","","0","123154854","","","","","","","","","","","","","","","","","","123154854","","","","0","","NY","0","0","0","0"
"4227","453","erwe7","02","","07/28/2015 00:00:00","","","CNA","0","1","1","0","Mrs.","Nghiep","T","Nguyen Staff","","","","","","0","789546623","08/07/1987 00:00:00","","","","","","","","785466356","4555655662","","","","nghiep@nguyen.com","","","","789546623","","","","0","","NY","0","1","0","0"
"4227","454","2321","02","","01/01/2015 00:00:00","","01/18/2016 00:00:00","TEST","0","1","1","0","-1","staff01","","AKMS","","","","","","0","547646538","","","","","","","","","","7456765476","","","","","","","","547646538","","","","1","12/31/2055 00:00:00","","0","0","0","0"
"4227","455","cxcwser42","02","","12/01/2014 00:00:00","","","HHA","0","1","1","0","-1","Staff14122015V1","","KMS","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","0","","","0","0","0","0"
"4227","456","013011301","02","","02/28/2015 00:00:00","","","HHA","0","1","1","0","","KMS","","EmployeeTest","","","","","","2","111111111","10/26/1959 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","7738370718","","","","test@test.com","","","","013011301","","","","0","","","0","1","0","423"
"4227","457","131313131","02","","02/28/2015 00:00:00","","","HHA","0","1","1","0","","KMS","","EmployeeTest","","","","","","2","111111111","10/26/1959 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1234567890","","","","test@test.com","","","","131313131","","","","0","","","0","0","0","0"
"4227","458","131313132","02","","02/28/2015 00:00:00","","","HHA","0","1","1","0","","KMS","","EmployeeTest1","","","","","","2","111111111","10/26/1959 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1234567890","","","","test@test.com","","","","131313132","","","","0","","","0","1","0","0"
"4227","459","131313133","02","","02/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","EmployeeTest2","","","","","","1","111111111","10/26/1959 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1234567890","","","","test@test1.com","","","","131313133","","","","0","","","0","1","0","0"
"4227","460","131313134","02","","02/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","EmployeeTest3","","","","","","1","111111111","10/26/1959 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1234067890","","","","test@test1.com","","","","131313134","","","","0","","","0","1","0","0"
"4227","461","131313113","02","","02/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","StaffTest3","","","","","","1","111111111","11/26/1959 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1234067891","","","","test@test2.com","","","","131313113","","","","0","","","0","0","0","0"
"4227","462","131313991","02","","01/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTest","","","","","","1","111111111","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1234067891","","","","huy@huy.com","","","","131313991","","","","0","","","0","0","0","0"
"4227","463","131313992","02","","01/02/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTest1","","","","","","1","111111111","01/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1234067891","","","","huy@huy1.com","","","","131313992","","","","0","","","0","1","0","0"
"4227","464","131313882","02","","01/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTest2","","","","","","1","111111111","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","131313882","","","","0","","","0","0","0","0"
"4227","465","131313883","02","","12/02/2015 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTest3","","","","","","1","111111111","01/26/1965 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1231067890","","","","huy@3.com","","","","131313883","","","","0","","","0","0","0","0"
"4227","466","896544569","02","","08/13/2015 00:00:00","","","HHA","0","1","1","0","","De'marco","","Murray-Simmons","","","","","","1","111222333","10/26/1979 00:00:00","","123 Landover Dr","","","","New York","NY","12345","5555554632","","","","test@test.com","","","","896544569","","","","0","","SS","0","0","0","0"
"4227","467","000130192","02","","02/23/2017 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTestSchedule","","","","","","1","123456789","02/23/2017 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","130192","","","","0","","","0","0","0","0"
"4227","469","001301921","01","","","","","HHA","0","1","1","0","","KMS","","HuyStaffTestStatus","","","","","","1","123456789","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","1301921","","","","0","","","0","0","0","0"
"4227","470","001301922","02","","01/01/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTestStatus","","","","","","1","123456789","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","1301922","","","","0","","","0","0","0","0"
"4227","471","001301923","04","","01/01/2016 00:00:00","09/01/2016 00:00:00","","HHA","0","1","1","0","","KMS","","HuyStaffTestStatus","","","","","","1","123456789","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","1301923","","","","0","","","0","0","0","0"
"4227","472","001301924","01","","","","","HHA","0","1","1","0","","KMS","","HuyStaffTestStatus4","","","","","","1","123456789","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","1301924","","","","0","","","0","0","0","0"
"4227","473","000130193","02","","01/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTestSchedule","","","","","","1","123456789","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","130193","","","","0","","","0","0","0","0"
"4227","474","000130194","02","","01/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","StaffTestSchedule4","","","","","","1","123456789","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","130194","","","","0","","","0","0","0","0"
"4227","475","000130195","02","","01/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTestSchedule5","","","","","","1","123456789","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","130195","","","","0","","","0","0","0","0"
"4227","476","000130196","02","","01/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTestSchedule6","","","","","","1","123456789","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","130196","","","","0","","","0","0","0","0"
"4227","477","000130197","02","","01/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTestSchedule7","","","","","","1","123456789","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","130197","","","","0","","","0","0","0","0"
"4227","478","000130198","02","","01/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTestSchedule8","","","","","","1","123456789","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","130198","","","","0","","","0","0","0","0"
"4227","479","000130199","02","","01/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTestSchedule9","","","","","","1","123456789","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","130199","","","","0","","","0","0","0","0"
"4227","480","013019401","02","","01/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTestSchedule5","","","","","","1","123456789","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","013019401","","","","0","","","0","0","0","0"
"4227","481","130207015","02","","01/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTest002","","","","","","1","123456789","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","","","","","0","","","0","0","0","0"
"4227","482","130207016","02","","01/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","HuyStaffTest002","","","","","","1","123456789","11/26/1960 00:00:00","","123 Fake St.","","","","FakeTown","NY","12345","1134067891","","","","huy@2.com","","","","","","","","0","","","0","0","0","0"
"4227","483","008675309","01","","","01/01/2017 00:00:00","","HHA","0","1","1","0","","Avon","","Barksdale","","","","","","1","286753091","01/01/1980 00:00:00","","130 N GARLAND CT","2502","","","CHICAGO","IL","60610","7738370718","","","","test@test.com","","","","","","","","0","","NY","0","0","0","0"
"4227","484","130207020","02","","01/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","SannStaffTest001","","","","","","1","123456789","11/26/1960 00:00:00","","123 CongHoa St.","","","","Tan Binh","NY","12345","5544332211","","","","sann@kmsss.com","","","","","","","","0","","","0","0","0","0"
"4227","485","130207021","02","","01/28/2016 00:00:00","","","HHA","0","1","1","0","","KMS","","SannStaffTest002","","","","","","1","987654321","11/26/1960 00:00:00","","123 CongHoa St.","","","","Tan Binh","NY","12345","1122334455","","","","sann@kmsss.com","","","","","","","","0","","","0","0","0","0"
